permitnum,description,issuedate,applieddate,statuscurrent,jurisdiction,statuscurrentmapped,statusdate,totalsqft,projectcost,contractorcompanyname,contractortrade,contractorzip,ownerzip,projectcost_6_2026,originalcity_validated,originalzip_validated
24-15851257,SOLAR PV SYSTEM,2024-08-06,2024-06-17,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-06,0,24440,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27560,25978.47,Morrisville,27560
24-15861547,SOLAR PV SYSTEM,2024-06-25,2024-06-17,PERMIT ISSUED (PI),TC,Permit Issued,2024-06-25,0,31728,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,33725.25,Cary,27519
24-15870161,SOLAR PV SYSTEM,2024-06-28,2024-06-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-08,0,27350,8M SOLAR,GENERAL CONTRACTOR,27616,27519,29071.65,Cary,27519
24-15881033,SOLAR PANELS & TESLA POWER WALL,2024-07-16,2024-06-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-25,0,24695,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27511,26249.53,Cary,27511
24-15890343,SOLAR PV SYSTEM,2024-08-13,2024-06-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-30,0,24900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,26467.43,Cary,27519
24-15900852,SOLAR PV SYSTEM,2024-11-20,2024-06-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-28,0,15906,FREEDOM SOLAR POWER,GENERAL CONTRACTOR,78744,27519,16907.27,Cary,27519
24-15911034,SOLAR PV SYSTEM,2024-08-16,2024-06-24,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2024-08-28,0,26510,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,28178.78,Cary,27519
24-15921139,SOLAR PV SYSTEM,2024-07-31,2024-06-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-09-27,0,28169,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,29942.21,Cary,27519
24-15931230,SOLAR PV SYSTEM,2024-09-12,2024-06-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-09-17,0,28648,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27523,30451.36,Apex,27523
24-15940196,SOLAR PV SYSTEM,2024-07-05,2024-06-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-08,0,25900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,27530.38,Cary,27519
24-15950441,SOLAR PV SYSTEM,2024-07-02,2024-06-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-21,0,25900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,27530.38,Cary,27519
24-15961529,SOLAR PV SYSTEM,2024-07-19,2024-06-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-08-21,0,16200,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,17219.77,Cary,27519
24-15970754,SOLAR PANELS & TESLA POWERWALL,2024-07-19,2024-06-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-08-21,0,31922,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,33931.46,Cary,27519
24-15980755,FINISH XP 20-915 AND ADDITION TO SYSTEM,2024-08-02,2024-06-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-08-30,0,19461,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27518,20686.05,Cary,27518
24-15990123,Solar PV System,2024-08-23,2024-07-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-11-05,950,34120,8M SOLAR,GENERAL CONTRACTOR,27616,27519,36225.73,Cary,27519
24-16000045,Solar PV System,2024-07-30,2024-07-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-01,800,19500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,20703.45,Cary,27519
24-16010246,Solar PV System,2024-08-23,2024-07-09,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-23,950,35600,8M SOLAR,GENERAL CONTRACTOR,27616,27519,37797.07,Cary,27519
24-16020396,Solar PV System,2024-08-23,2024-07-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-11-20,850,31500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33444.04,Cary,27519
24-16031070,SOLAR PV SYSTEM,2024-08-29,2024-07-10,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-29,0,12348,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,13110.06,Cary,27519
24-16041231,SOLAR PV SYSTEM,2024-09-03,2024-07-11,PERMIT ISSUED (PI),TC,Permit Issued,2024-09-03,0,36762,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,39030.79,Cary,27519
24-16051035,SOLAR PV SYSTEM,2024-08-28,2024-07-22,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-28,0,32705,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34723.41,Cary,27519
24-16061563,SOLAR PV SYSTEM,2024-08-29,2024-07-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-07,0,29586,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,31411.92,Cary,27519
24-16070344,SOLAR PV SYSTEM,2024-08-23,2024-07-23,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-23,0,28600,8M SOLAR,GENERAL CONTRACTOR,27616,27519,30365.06,Cary,27519
24-16080843,SOLAR PV SYSTEM,2024-08-23,2024-07-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-16,0,31009,FREEDOM FOREVER NORTH CAROLINA,GENERAL CONTRACTOR,27513,27519,32922.74,Cary,27519
24-16090124,SOLAR PV SYSTEM,2024-08-23,2024-07-24,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-23,0,39800,8M SOLAR,GENERAL CONTRACTOR,27616,27518,42256.28,Cary,27518
24-16100247,SOLAR PV SYSTEM,2024-08-23,2024-07-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-23,0,26900,8M SOLAR,GENERAL CONTRACTOR,27616,27513,28560.15,Cary,27513
24-16110284,SOLAR PV SYSTEM,2024-08-23,2024-07-24,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-23,0,30170,8M SOLAR,GENERAL CONTRACTOR,27616,27539,32031.96,Apex,27539
24-16121192,SOLAR PV SYSTEM,2024-08-28,2024-07-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-15,0,38394,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,40763.51,Cary,27519
24-16131305,SOLAR PV SYSTEM,2024-08-28,2024-07-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-09-19,0,32029,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,34005.69,Cary,27513
24-16141851,SOLAR PV SYSTEM,2024-07-30,2024-07-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-05,0,55000,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,28217,27513,58394.35,Cary,27513
24-16151506,SOLAR PV SYSTEM,2024-08-26,2024-07-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-11-21,0,34516,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,36646.17,Cary,27519
24-16161258,SOLAR PV SYSTEM,2024-08-28,2024-07-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-09-17,0,34057,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,36158.85,Cary,27519
24-16170735,SOLAR PV SYSTEM,2024-11-12,2024-07-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-04,0,34147,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,36254.4,Cary,27513
24-16181534,INSTALL BATTERY TO EXISTING SOLAR (19-2414),2024-08-29,2024-07-29,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-29,0,15700,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27513,16668.93,Cary,27513
24-16190079,SOLAR PV SYSTEM,2024-08-05,2024-07-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-09-18,0,6400,8M SOLAR,GENERAL CONTRACTOR,27616,27519,6794.98,Cary,27519
24-16200442,SOLAR PV SYSTEM,2024-08-23,2024-07-31,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-23,0,26900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,28560.15,Cary,27519
24-16211535,SOLAR PV SYSTEM,2024-10-04,2024-08-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-17,0,45000,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,28226,47738.34,Cary,27519
24-16221530,SOLAR PANELS,2024-08-19,2024-08-06,PERMIT ISSUED (PI),TC,Permit Issued,2024-12-27,630,41000,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27607,43494.94,Cary,27513
24-16230641,REMOVE & REINSTALL SOLAR SYSTEM,2024-08-19,2024-08-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-21,0,3900,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,4137.32,Cary,27519
24-16240736,SOLAR PV SYSTEM,2024-09-11,2024-08-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-09-26,0,34308,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,36395.71,Cary,27511
24-16251259,ADDITION TO EXISTING SOLAR (20-4447),2024-11-14,2024-08-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-11-18,0,7524,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,7981.85,Cary,27519
24-16260660,REMOVE & REINSTALL SOLAR PV SYSTEM,2024-09-06,2024-08-19,PERMIT ISSUED (PI),CC,Permit Issued,2024-09-06,0,26159,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27519,27750.83,Cary,27519
24-16270248,SOLAR PV SYSTEM,2024-08-28,2024-08-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-30,0,41500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,44025.36,Cary,27519
24-16280723,SOLAR PV SYSTEM,2024-11-18,2024-08-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-14,0,55527,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27518,58905.93,Cary,27518
24-16291193,SOLAR PV SYSTEM,2024-08-29,2024-08-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-18,0,29600,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27560,31401.22,Morrisville,27560
24-16301036,SOLAR PV SYSTEM,2024-08-29,2024-08-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-04,0,25267,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,26804.55,Cary,27519
24-16311071,SOLAR PV SYSTEM,2024-08-29,2024-08-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-16,0,12348,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,13099.4,Cary,27519
24-16321306,SOLAR PV SYSTEM,2024-08-29,2024-08-23,PERMIT ISSUED (PI),TC,Permit Issued,2024-08-29,0,30680,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27560,32546.94,Morrisville,27560
24-16331345,SOLAR PV SYSTEM,2024-09-12,2024-08-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-06,0,40308,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,42760.83,Apex,27523
24-16340046,SOLAR PV SYSTEM,2024-09-17,2024-08-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-03,0,35500,8M SOLAR,GENERAL CONTRACTOR,27616,27518,37660.25,Cary,27518
24-16350047,SOLAR PANELS,2024-09-12,2024-08-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-17,850,32100,8M SOLAR,GENERAL CONTRACTOR,27616,27519,34053.35,Cary,27519
24-16360048,SOLAR PANELS,2024-09-16,2024-08-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-17,700,31200,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33098.59,Cary,27519
24-16370345,SOLAR PV SYSTEM,2024-09-06,2024-08-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-22,0,31900,8M SOLAR,GENERAL CONTRACTOR,27616,27539,33841.18,Apex,27539
24-16380049,SOLAR PV SYSTEM,2024-09-13,2024-09-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-30,0,24850,8M SOLAR,GENERAL CONTRACTOR,27616,27519,26319.95,Cary,27519
24-16391072,Install Powerwall 3 to Existing PV System,2024-11-07,2024-09-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-04,5,14500,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27539,15357.72,Apex,27539
24-16401789,SOLAR PV SYSTEM,2024-10-09,2024-09-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-24,0,29610,THOMPSON & SON ENERGY SOLUTIO,GENERAL CONTRACTOR,28027,27513,31361.52,Cary,27513
24-16410844,SOLAR PV SYSTEM,,2024-09-04,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2025-02-26,0,25410,FREEDOM FOREVER NORTH CAROLINA,GENERAL CONTRACTOR,27513,27513,26913.08,Cary,27513
24-16421260,SOLAR PANELS,2024-11-07,2024-09-04,PERMIT ISSUED (PI),TC,Permit Issued,2024-11-07,0,31550,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,33416.28,Cary,27513
24-16431950,Installation of Tesla Powerwall 3 energy storage s,2024-11-07,2024-09-04,PERMIT ISSUED (PI),TC,Permit Issued,2024-11-07,100,13107,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,13882.32,Cary,27513
24-16440840,SOLAR PV SYSTEM,2024-09-13,2024-09-05,PERMIT ISSUED (PI),TC,Permit Issued,2024-12-03,0,39000,FREEDOM FOREVER NORTH CAROLINA,GENERAL CONTRACTOR,27513,27518,41306.97,Cary,27518
24-16450686,SOLAR PV SYSTEM,2024-09-12,2024-09-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-21,0,44717,CAPE FEAR SOLAR SYSTEMS,GENERAL CONTRACTOR,28401,27519,47362.14,Cary,27519
24-16461484,SOLAR PV SYSTEM,2024-09-16,2024-09-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-11,0,33000,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,34952.05,Cary,27519
24-16471531,SOLAR PV SYSTEM,2024-09-17,2024-09-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-24,0,40220,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,42599.13,Cary,27519
24-16481073,SOLAR PV SYSTEM,2024-10-15,2024-09-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-18,0,29136,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,30859.48,Cary,27519
24-16491140,SOLAR PV SYSTEM,2024-11-14,2024-09-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-05,0,45322,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,48002.93,Cary,27513
24-16501307,SOLAR PANELS,2024-12-17,2024-09-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-19,0,33931,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,35938.12,Cary,27519
24-16511232,SOLAR PV SYSTEM,2024-09-24,2024-09-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-10-08,0,31202,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27523,33047.69,Apex,27523
24-16520080,SOLAR PV SYSTEM,2024-09-19,2024-09-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-12,0,36100,8M SOLAR,GENERAL CONTRACTOR,27616,27523,38235.42,Apex,27523
24-16530737,SOLAR PV SYSTEM,2024-10-25,2024-09-16,PERMIT ISSUED (PI),TC,Permit Issued,2024-10-25,0,28898,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,30607.4,Cary,27511
24-16541485,SOLAR PV SYSTEM,2024-09-26,2024-09-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-23,0,33890,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27513,35894.7,Cary,27513
24-16550738,SOLAR PV SYSTEM,2024-11-06,2024-09-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-27,0,36113,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27518,38249.19,Cary,27518
24-16561261,SOLAR PV SYSTEM,2024-11-14,2024-09-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-04,0,37696,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,39925.83,Cary,27513
24-16570197,SOLAR PV SYSTEM,2024-09-30,2024-09-19,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-07,0,28400,8M SOLAR,GENERAL CONTRACTOR,27616,27511,30079.95,Cary,27511
24-16581037,SOLAR PV SYSTEM,2024-10-02,2024-09-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-19,0,34162,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,36182.78,Cary,27519
24-16590702,SOLAR PV SYSTEM,2024-12-04,2024-09-30,PERMIT ISSUED (PI),TC,Permit Issued,2024-12-04,0,29488,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,31232.3,Cary,27513
24-16601532,SOLAR PV SYSTEM,2024-10-03,2024-09-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-20,0,33000,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27511,34952.05,Cary,27511
24-16610884,SOLAR PV SYSTEM,2024-11-25,2024-10-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-27,0,29315,KAUPIND SHAH,UNLICENSED CONTRACTOR,27519,27519,31013.37,Cary,27519
24-16621262,SOLAR PV SYSTEM,2024-12-31,2024-10-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-07,0,25775,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,27268.28,Cary,27519
24-16630397,SOLAR PV SYSTEM,2024-10-21,2024-10-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-30,0,26900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,28458.45,Cary,27519
24-16640536,SOLAR PANELS,2024-11-26,2024-10-07,PERMIT ISSUED (PI),TC,Permit Issued,2024-11-26,0,25000,BEAM SOLAR CO LLC,GENERAL CONTRACTOR,27284,27519,26448.38,Cary,27519
24-16651548,SOLAR PANELS & BATTERY,2024-10-10,2024-10-07,PERMIT ISSUED (PI),TC,Permit Issued,2024-10-10,0,34700,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27513,36710.35,Cary,27513
24-16660162,SOLAR PV SYSTEM,2024-10-15,2024-10-08,PERMIT ISSUED (PI),TC,Permit Issued,2024-10-15,0,32500,8M SOLAR,GENERAL CONTRACTOR,27616,27523,34382.89,Apex,27523
24-16671263,SOLAR PV SYSTEM,2025-01-03,2024-10-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-21,0,33017,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34929.84,Cary,27519
24-16681308,SOLAR PV SYSTEM,2025-01-09,2024-10-09,PERMIT ISSUED (PI),TC,Permit Issued,2025-01-09,0,37025,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,39170.04,Cary,27513
24-16690198,SOLAR PV SYSTEM,2024-10-23,2024-10-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-26,800,26400,8M SOLAR,GENERAL CONTRACTOR,27616,27519,27929.48,Cary,27519
24-16701744,SOLAR PV SYSTEM,2024-11-22,2024-10-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-31,0,26200,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,20170,27717.9,Cary,27519
24-16710346,SOLAR PANELS,2024-10-31,2024-10-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-12,850,31600,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33430.75,Cary,27519
24-16721108,SOLAR PANELS & TESLA POWER WALL,2025-02-06,2024-10-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-05,420,31092,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,32893.32,Cary,27519
24-16730661,Remove & Reinstall Solar PV System,2024-12-12,2024-10-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-24,458,7740,BLUE RAVEN SOLAR,UNLICENSED CONTRACTOR,84097,27539,8188.42,Apex,27539
24-16740285,SOLAR PANELS & TESLA POWER WALL,2024-11-05,2024-10-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-17,600,28900,8M SOLAR,GENERAL CONTRACTOR,27616,27523,30574.32,Apex,27523
24-16751951,SOLAR PANELS,2025-01-14,2024-10-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-25,830,46480,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27518,49172.82,Cary,27518
24-16760018,Adding (1) 50A outlet for EV Charger.,2024-11-05,2024-10-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2024-12-04,0,900,8M SOLAR,ELECTRICAL CONTRACTOR,27616,27519,952.14,Cary,27519
24-16770163,Solar PV System,2024-11-05,2024-10-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-11,950,34700,8M SOLAR,GENERAL CONTRACTOR,27616,27523,36710.35,Apex,27523
24-16780398,SOLAR PV SYSTEM,2024-10-31,2024-10-25,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-14,0,35900,8M SOLAR,GENERAL CONTRACTOR,27616,27518,37979.87,Cary,27518
24-16791264,SOLAR PANELS,2025-01-14,2024-10-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-17,0,33638,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,35586.82,Cary,27519
24-16800716,SOLAR PV SYSTEM,2024-11-15,2024-11-06,PERMIT ISSUED (PI),TC,Permit Issued,2024-11-15,0,38820,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,41091.3,Cary,27511
24-16810020,Add Batteries to Existing Solar,2024-11-19,2024-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-03,0,26400,8M SOLAR,ELECTRICAL CONTRACTOR,27616,27539,27944.62,Apex,27539
24-16820693,INSTALL BATTERY POWERWALL TO EXISTING SOLAR,2025-02-07,2024-11-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-23,0,8420,YES! SOLAR SOLUTIONS,ELECTRICAL CONTRACTOR,27513,27511,8912.64,Cary,27511
24-16830125,SOLAR PV SYSTEM,2024-11-15,2024-11-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-08,0,27100,8M SOLAR,GENERAL CONTRACTOR,27616,27513,28685.58,Cary,27513
24-16841444,SOLAR PV SYSTEM,2024-12-06,2024-11-14,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-06,0,20843,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27511,22062.49,Cary,27511
24-16851852,SOLAR PV SYSTEM,2025-04-21,2024-11-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2026-01-30,0,5000,TOP TIER SOLAR SOLUTIONS 87345,GENERAL CONTRACTOR,28217,27513,5292.54,Cary,27513
24-16861763,Solar PV System,2025-01-07,2024-11-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-18,0,20400,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,21593.57,Cary,27519
24-16870249,SOLAR PANELS,2024-11-26,2024-11-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-31,0,41900,8M SOLAR,GENERAL CONTRACTOR,27616,27513,44351.5,Cary,27513
24-16880347,SOLAR PANELS,2024-12-16,2024-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-10,0,37088,8M SOLAR,GENERAL CONTRACTOR,27616,27519,39257.96,Cary,27519
24-16890792,SOLAR PANELS,2024-12-16,2024-11-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-02,0,36522,EMERALD ENERGY LLC,GENERAL CONTRACTOR,27615,27519,38658.84,Cary,27519
24-16900399,SOLAR PANELS,2024-12-20,2024-11-26,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-09,950,36700,8M SOLAR,GENERAL CONTRACTOR,27616,27519,38847.26,Cary,27519
24-16910250,SOLAR PV SYSTEM,2024-12-20,2024-11-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-05,800,31900,8M SOLAR,GENERAL CONTRACTOR,27616,27518,33766.42,Cary,27518
24-16921038,SOLAR PV SYSTEM,2025-03-20,2024-11-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-22,409,30524,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,32309.91,Cary,27519
24-16930703,Solar PV System,2025-02-18,2024-12-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-16,700,39413,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,41704.19,Cary,27511
24-16940126,SOLAR PV SYSTEM,,2024-12-03,APPROVED (AP),TC,Fees/Payment,2024-12-09,0,31500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33331.18,Cary,27519
24-16950286,SOLAR PV SYSTEM,2024-12-17,2024-12-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-09,0,30500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,32273.05,Cary,27519
24-16960348,SOLAR PANELS,2024-12-17,2024-12-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-10,950,37320,8M SOLAR,GENERAL CONTRACTOR,27616,27519,39489.52,Cary,27519
24-16970349,SOLAR PV SYSTEM,2024-12-17,2024-12-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-09,0,32100,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33966.06,Cary,27519
24-16980400,Solar PV System,2024-12-17,2024-12-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-17,800,26900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,28463.77,Cary,27519
24-16990443,SOLAR PV SYSTEM,2025-01-08,2024-12-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-18,0,34900,8M SOLAR,GENERAL CONTRACTOR,27616,27539,36928.83,Apex,27539
24-17000127,SOLAR PV SYSTEM,2024-12-17,2024-12-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-10,0,39650,8M SOLAR,GENERAL CONTRACTOR,27616,27519,41954.97,Cary,27519
